# mean_0, mean_1, mean_2, mean_3, mean_4, mean_5, mean_6, mean_7, max_prob, pred, GT, std_0, std_1, std_2, std_3, std_4, std_5, std_6, std_7
0.000,0.000,0.000,0.000,0.000,0.133,0.667,0.200,0.667,6.000,7.000,0.000,0.000,0.000,0.000,0.000,0.340,0.471,0.400
0.000,0.000,0.000,0.000,0.000,0.033,0.400,0.567,0.567,7.000,7.000,0.000,0.000,0.000,0.000,0.000,0.180,0.490,0.495
0.000,0.000,0.000,0.133,0.800,0.067,0.000,0.000,0.800,4.000,3.000,0.000,0.000,0.000,0.340,0.400,0.249,0.000,0.000
0.000,0.000,0.000,0.033,0.233,0.633,0.100,0.000,0.633,5.000,5.000,0.000,0.000,0.000,0.180,0.423,0.482,0.300,0.000
0.000,0.000,0.000,0.000,0.767,0.233,0.000,0.000,0.767,4.000,4.000,0.000,0.000,0.000,0.000,0.423,0.423,0.000,0.000
0.000,0.000,0.000,0.000,0.067,0.500,0.033,0.400,0.500,5.000,5.000,0.000,0.000,0.000,0.000,0.249,0.500,0.180,0.490
0.000,0.000,0.000,0.300,0.700,0.000,0.000,0.000,0.700,4.000,3.000,0.000,0.000,0.000,0.458,0.458,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.132,0.233,0.635,0.635,7.000,7.000,0.000,0.000,0.000,0.000,0.000,0.337,0.423,0.480
0.000,0.000,0.000,0.467,0.500,0.033,0.000,0.000,0.500,4.000,3.000,0.000,0.000,0.000,0.499,0.500,0.180,0.000,0.000
0.000,0.133,0.333,0.067,0.067,0.233,0.167,0.000,0.333,2.000,2.000,0.000,0.340,0.471,0.249,0.249,0.423,0.373,0.000
0.000,0.000,0.000,0.267,0.367,0.367,0.000,0.000,0.367,4.000,5.000,0.000,0.000,0.000,0.442,0.482,0.482,0.000,0.000
0.000,0.000,0.033,0.200,0.400,0.367,0.000,0.000,0.400,4.000,5.000,0.000,0.000,0.180,0.400,0.490,0.482,0.000,0.000
0.000,0.000,0.533,0.167,0.300,0.000,0.000,0.000,0.533,2.000,2.000,0.000,0.000,0.499,0.373,0.458,0.000,0.000,0.000
0.000,0.200,0.767,0.033,0.000,0.000,0.000,0.000,0.767,2.000,2.000,0.000,0.400,0.423,0.180,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.033,0.567,0.400,0.000,0.567,5.000,5.000,0.000,0.000,0.000,0.000,0.180,0.496,0.490,0.000
0.000,0.000,0.000,0.000,0.467,0.533,0.000,0.000,0.533,5.000,7.000,0.000,0.000,0.000,0.000,0.499,0.499,0.000,0.000
0.000,0.000,0.000,0.467,0.533,0.000,0.000,0.000,0.533,4.000,2.000,0.000,0.000,0.000,0.499,0.499,0.000,0.000,0.000
0.000,0.000,0.033,0.933,0.033,0.000,0.000,0.000,0.933,3.000,2.000,0.000,0.000,0.180,0.249,0.180,0.000,0.000,0.000
0.000,0.000,0.100,0.633,0.267,0.000,0.000,0.000,0.633,3.000,2.000,0.000,0.000,0.300,0.482,0.442,0.000,0.000,0.000
0.000,0.100,0.033,0.067,0.700,0.000,0.000,0.100,0.700,4.000,2.000,0.000,0.300,0.180,0.249,0.458,0.000,0.000,0.300
0.000,0.000,0.600,0.267,0.133,0.000,0.000,0.000,0.600,2.000,2.000,0.000,0.000,0.490,0.442,0.340,0.000,0.000,0.000
0.000,0.067,0.033,0.400,0.400,0.100,0.000,0.000,0.400,3.000,2.000,0.000,0.249,0.180,0.490,0.490,0.300,0.000,0.000
0.000,0.000,0.000,0.000,0.667,0.300,0.033,0.000,0.667,4.000,5.000,0.000,0.000,0.000,0.000,0.471,0.458,0.180,0.000
0.000,0.000,0.000,0.633,0.367,0.000,0.000,0.000,0.633,3.000,2.000,0.000,0.000,0.000,0.482,0.482,0.000,0.000,0.000
0.000,0.000,0.033,0.800,0.167,0.000,0.000,0.000,0.800,3.000,2.000,0.000,0.000,0.180,0.400,0.373,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.100,0.400,0.500,0.500,7.000,7.000,0.000,0.000,0.000,0.000,0.000,0.300,0.490,0.500
0.000,0.000,0.000,0.598,0.368,0.033,0.000,0.000,0.598,3.000,2.000,0.000,0.000,0.000,0.489,0.481,0.180,0.000,0.000
0.000,0.000,0.000,0.000,0.100,0.400,0.500,0.000,0.500,6.000,5.000,0.000,0.000,0.000,0.000,0.300,0.490,0.500,0.000
0.000,0.000,0.100,0.867,0.033,0.000,0.000,0.000,0.867,3.000,2.000,0.000,0.000,0.300,0.340,0.180,0.000,0.000,0.000
0.000,0.000,0.000,0.300,0.400,0.067,0.167,0.067,0.400,4.000,6.000,0.000,0.000,0.000,0.458,0.490,0.249,0.373,0.249
0.000,0.733,0.100,0.000,0.167,0.000,0.000,0.000,0.733,1.000,2.000,0.000,0.442,0.300,0.000,0.373,0.000,0.000,0.000
0.000,0.000,0.000,0.933,0.067,0.000,0.000,0.000,0.933,3.000,2.000,0.000,0.000,0.000,0.249,0.249,0.000,0.000,0.000
0.000,0.100,0.011,0.833,0.056,0.000,0.000,0.000,0.833,3.000,2.000,0.000,0.300,0.059,0.373,0.213,0.000,0.000,0.000
0.000,0.000,0.033,0.200,0.667,0.100,0.000,0.000,0.667,4.000,2.000,0.000,0.000,0.180,0.400,0.471,0.300,0.000,0.000
0.000,0.000,0.967,0.033,0.000,0.000,0.000,0.000,0.967,2.000,2.000,0.000,0.000,0.180,0.180,0.000,0.000,0.000,0.000
0.000,0.000,0.033,0.600,0.300,0.067,0.000,0.000,0.600,3.000,2.000,0.000,0.000,0.180,0.490,0.458,0.249,0.000,0.000
0.000,0.000,0.000,0.067,0.833,0.067,0.000,0.033,0.833,4.000,2.000,0.000,0.000,0.000,0.249,0.373,0.249,0.000,0.180
0.000,0.000,0.000,0.133,0.767,0.100,0.000,0.000,0.767,4.000,3.000,0.000,0.000,0.000,0.340,0.423,0.300,0.000,0.000
0.000,0.000,0.800,0.033,0.167,0.000,0.000,0.000,0.800,2.000,2.000,0.000,0.000,0.400,0.180,0.373,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.467,0.233,0.167,0.133,0.467,4.000,5.000,0.000,0.000,0.000,0.000,0.499,0.423,0.373,0.340
0.000,0.000,0.000,0.000,0.200,0.133,0.500,0.167,0.500,6.000,5.000,0.000,0.000,0.000,0.000,0.400,0.340,0.500,0.373
0.000,0.000,0.100,0.567,0.333,0.000,0.000,0.000,0.567,3.000,2.000,0.000,0.000,0.300,0.495,0.471,0.000,0.000,0.000
0.000,0.000,0.000,0.533,0.433,0.033,0.000,0.000,0.533,3.000,2.000,0.000,0.000,0.000,0.499,0.496,0.180,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.300,0.500,0.200,0.500,6.000,6.000,0.000,0.000,0.000,0.000,0.000,0.458,0.500,0.400
0.000,0.067,0.133,0.767,0.033,0.000,0.000,0.000,0.767,3.000,2.000,0.000,0.249,0.340,0.423,0.180,0.000,0.000,0.000
0.000,0.000,0.033,0.267,0.633,0.067,0.000,0.000,0.633,4.000,2.000,0.000,0.000,0.180,0.442,0.482,0.249,0.000,0.000
0.000,0.300,0.033,0.500,0.167,0.000,0.000,0.000,0.500,3.000,2.000,0.000,0.458,0.180,0.500,0.373,0.000,0.000,0.000
0.000,0.000,0.000,0.200,0.733,0.067,0.000,0.000,0.733,4.000,6.000,0.000,0.000,0.000,0.400,0.442,0.249,0.000,0.000
0.000,0.000,0.000,0.467,0.500,0.033,0.000,0.000,0.500,4.000,2.000,0.000,0.000,0.000,0.499,0.500,0.180,0.000,0.000
0.000,0.100,0.067,0.333,0.433,0.067,0.000,0.000,0.433,4.000,2.000,0.000,0.300,0.249,0.471,0.496,0.249,0.000,0.000
0.000,0.000,0.000,0.233,0.700,0.067,0.000,0.000,0.700,4.000,2.000,0.000,0.000,0.000,0.423,0.458,0.249,0.000,0.000
0.000,0.000,0.033,0.433,0.500,0.033,0.000,0.000,0.500,4.000,2.000,0.000,0.000,0.180,0.496,0.500,0.180,0.000,0.000
0.000,0.100,0.667,0.000,0.233,0.000,0.000,0.000,0.667,2.000,2.000,0.000,0.300,0.471,0.000,0.423,0.000,0.000,0.000
0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,1.000,2.000,2.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.228,0.738,0.033,0.000,0.738,5.000,5.000,0.000,0.000,0.000,0.000,0.415,0.435,0.180,0.000
0.000,0.100,0.000,0.700,0.200,0.000,0.000,0.000,0.700,3.000,2.000,0.000,0.300,0.000,0.458,0.400,0.000,0.000,0.000
0.000,0.133,0.033,0.533,0.300,0.000,0.000,0.000,0.533,3.000,2.000,0.000,0.340,0.180,0.499,0.458,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.467,0.367,0.166,0.000,0.467,4.000,5.000,0.000,0.000,0.000,0.000,0.498,0.482,0.371,0.000
0.000,0.000,0.033,0.433,0.534,0.000,0.000,0.000,0.534,4.000,2.000,0.000,0.000,0.180,0.495,0.499,0.000,0.000,0.000
0.000,0.033,0.000,0.333,0.633,0.000,0.000,0.000,0.633,4.000,2.000,0.000,0.180,0.000,0.471,0.482,0.000,0.000,0.000
0.000,0.000,0.033,0.033,0.800,0.133,0.000,0.000,0.800,4.000,2.000,0.000,0.000,0.180,0.180,0.400,0.340,0.000,0.000
0.000,0.400,0.100,0.400,0.100,0.000,0.000,0.000,0.400,1.000,2.000,0.000,0.490,0.300,0.490,0.300,0.000,0.000,0.000
0.000,0.033,0.133,0.200,0.633,0.000,0.000,0.000,0.633,4.000,2.000,0.000,0.180,0.340,0.400,0.482,0.001,0.000,0.000
0.000,0.000,0.500,0.208,0.292,0.000,0.000,0.000,0.500,2.000,2.000,0.000,0.000,0.500,0.398,0.448,0.000,0.000,0.000
0.000,0.000,0.000,0.367,0.433,0.200,0.000,0.000,0.433,4.000,2.000,0.000,0.000,0.000,0.482,0.496,0.400,0.000,0.000
0.000,0.067,0.867,0.033,0.033,0.000,0.000,0.000,0.867,2.000,2.000,0.000,0.249,0.340,0.180,0.180,0.000,0.000,0.000
0.000,0.000,0.000,0.133,0.767,0.100,0.000,0.000,0.767,4.000,2.000,0.000,0.000,0.000,0.340,0.423,0.300,0.000,0.000
0.000,0.000,0.033,0.367,0.600,0.000,0.000,0.000,0.600,4.000,2.000,0.000,0.000,0.180,0.482,0.490,0.000,0.000,0.000
0.000,0.000,0.000,0.800,0.200,0.000,0.000,0.000,0.800,3.000,2.000,0.000,0.000,0.000,0.400,0.400,0.000,0.000,0.000
0.000,0.000,0.000,0.600,0.333,0.067,0.000,0.000,0.600,3.000,2.000,0.000,0.000,0.000,0.490,0.471,0.249,0.000,0.000
0.000,0.033,0.367,0.467,0.100,0.033,0.000,0.000,0.467,3.000,2.000,0.000,0.180,0.482,0.499,0.300,0.180,0.000,0.000
0.000,0.033,0.033,0.033,0.900,0.000,0.000,0.000,0.900,4.000,2.000,0.000,0.180,0.180,0.180,0.300,0.000,0.000,0.000
0.000,0.000,0.533,0.400,0.067,0.000,0.000,0.000,0.533,2.000,2.000,0.000,0.000,0.499,0.490,0.249,0.000,0.000,0.000
0.000,0.000,0.000,0.033,0.367,0.233,0.367,0.000,0.367,4.000,5.000,0.000,0.000,0.000,0.180,0.482,0.423,0.482,0.000
0.000,0.000,0.000,0.000,0.433,0.167,0.400,0.000,0.433,4.000,5.000,0.000,0.000,0.000,0.000,0.496,0.373,0.490,0.000
0.000,0.000,0.100,0.867,0.033,0.000,0.000,0.000,0.867,3.000,2.000,0.000,0.000,0.300,0.340,0.180,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.700,0.300,0.000,0.000,0.700,4.000,5.000,0.000,0.000,0.000,0.000,0.458,0.458,0.000,0.000
0.000,0.000,0.000,0.067,0.567,0.033,0.333,0.000,0.567,4.000,5.000,0.000,0.000,0.000,0.249,0.496,0.180,0.471,0.000
0.000,0.067,0.130,0.770,0.033,0.000,0.000,0.000,0.770,3.000,2.000,0.000,0.249,0.333,0.418,0.180,0.000,0.000,0.000
0.000,0.000,0.000,0.067,0.467,0.400,0.067,0.000,0.467,4.000,6.000,0.000,0.000,0.000,0.249,0.499,0.490,0.249,0.000
0.000,0.000,0.033,0.233,0.700,0.033,0.000,0.000,0.700,4.000,2.000,0.000,0.000,0.180,0.423,0.458,0.179,0.000,0.000
0.000,0.000,0.033,0.000,0.900,0.067,0.000,0.000,0.900,4.000,2.000,0.000,0.000,0.180,0.000,0.300,0.249,0.000,0.000
0.000,0.000,0.000,0.000,0.567,0.433,0.000,0.000,0.567,4.000,3.000,0.000,0.000,0.000,0.000,0.496,0.496,0.000,0.000
0.000,0.167,0.300,0.100,0.433,0.000,0.000,0.000,0.433,4.000,2.000,0.000,0.373,0.458,0.300,0.496,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.067,0.233,0.167,0.533,0.533,7.000,7.000,0.000,0.000,0.000,0.000,0.249,0.423,0.373,0.499
0.000,0.000,0.033,0.100,0.333,0.167,0.367,0.000,0.367,6.000,6.000,0.000,0.000,0.180,0.300,0.471,0.373,0.482,0.000
0.000,0.000,0.000,0.800,0.200,0.000,0.000,0.000,0.800,3.000,2.000,0.000,0.000,0.000,0.400,0.400,0.000,0.000,0.000
0.000,0.000,0.067,0.833,0.100,0.000,0.000,0.000,0.833,3.000,2.000,0.000,0.000,0.249,0.373,0.300,0.000,0.000,0.000
0.000,0.133,0.200,0.467,0.167,0.033,0.000,0.000,0.467,3.000,2.000,0.000,0.340,0.400,0.499,0.373,0.180,0.000,0.000
0.000,0.000,0.033,0.667,0.300,0.000,0.000,0.000,0.667,3.000,2.000,0.000,0.000,0.180,0.471,0.458,0.000,0.000,0.000
0.000,0.033,0.300,0.500,0.167,0.000,0.000,0.000,0.500,3.000,2.000,0.000,0.180,0.458,0.500,0.373,0.000,0.000,0.000
0.000,0.000,0.033,0.500,0.467,0.000,0.000,0.000,0.500,3.000,2.000,0.000,0.000,0.180,0.500,0.499,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.086,0.147,0.767,0.767,7.000,7.000,0.000,0.000,0.000,0.000,0.000,0.266,0.342,0.423
0.000,0.000,0.000,0.000,0.000,0.067,0.267,0.667,0.667,7.000,7.000,0.000,0.000,0.000,0.000,0.000,0.249,0.442,0.471
0.000,0.000,0.000,0.467,0.499,0.000,0.000,0.033,0.499,4.000,2.000,0.000,0.000,0.000,0.498,0.499,0.000,0.000,0.180
0.000,0.000,0.000,0.000,0.767,0.200,0.033,0.000,0.767,4.000,2.000,0.000,0.000,0.000,0.000,0.423,0.400,0.180,0.000
0.000,0.333,0.133,0.433,0.100,0.000,0.000,0.000,0.433,3.000,2.000,0.000,0.471,0.340,0.496,0.300,0.000,0.000,0.000
0.000,0.000,0.000,0.800,0.200,0.000,0.000,0.000,0.800,3.000,2.000,0.000,0.000,0.000,0.400,0.400,0.000,0.000,0.000
0.000,0.000,0.033,0.533,0.433,0.000,0.000,0.000,0.533,3.000,2.000,0.000,0.000,0.180,0.499,0.496,0.000,0.000,0.000
0.000,0.000,0.033,0.233,0.533,0.200,0.000,0.000,0.533,4.000,2.000,0.000,0.000,0.180,0.423,0.499,0.400,0.000,0.000
0.000,0.067,0.133,0.400,0.333,0.067,0.000,0.000,0.400,3.000,2.000,0.000,0.249,0.340,0.490,0.471,0.249,0.000,0.000
0.000,0.000,0.000,0.000,0.300,0.600,0.100,0.000,0.600,5.000,5.000,0.000,0.000,0.000,0.000,0.458,0.490,0.300,0.000
0.000,0.033,0.567,0.200,0.100,0.100,0.000,0.000,0.567,2.000,2.000,0.000,0.180,0.496,0.400,0.300,0.300,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.067,0.767,0.167,0.767,6.000,7.000,0.000,0.000,0.000,0.000,0.000,0.249,0.423,0.373
0.000,0.000,0.000,0.000,0.033,0.567,0.400,0.000,0.567,5.000,5.000,0.000,0.000,0.000,0.000,0.180,0.496,0.490,0.000
0.000,0.000,0.000,0.000,0.467,0.533,0.000,0.000,0.533,5.000,7.000,0.000,0.000,0.000,0.000,0.499,0.499,0.000,0.000
0.000,0.433,0.000,0.467,0.033,0.067,0.000,0.000,0.467,3.000,2.000,0.000,0.496,0.000,0.499,0.180,0.249,0.000,0.000
0.000,0.000,0.933,0.000,0.067,0.000,0.000,0.000,0.933,2.000,2.000,0.000,0.000,0.249,0.000,0.249,0.000,0.000,0.000
0.000,0.000,0.000,0.033,0.333,0.267,0.200,0.167,0.333,4.000,5.000,0.000,0.000,0.000,0.179,0.471,0.442,0.400,0.373
0.000,0.000,0.000,0.100,0.700,0.200,0.000,0.000,0.700,4.000,6.000,0.000,0.000,0.000,0.300,0.458,0.400,0.000,0.000
0.000,0.500,0.300,0.000,0.200,0.000,0.000,0.000,0.500,1.000,2.000,0.000,0.500,0.458,0.000,0.400,0.000,0.000,0.000
0.000,0.800,0.200,0.000,0.000,0.000,0.000,0.000,0.800,1.000,2.000,0.000,0.400,0.400,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.067,0.367,0.567,0.000,0.000,0.000,0.567,4.000,2.000,0.000,0.000,0.249,0.482,0.496,0.000,0.000,0.000
0.000,0.567,0.033,0.200,0.200,0.000,0.000,0.000,0.567,1.000,2.000,0.000,0.496,0.180,0.400,0.400,0.000,0.000,0.000
0.000,0.167,0.833,0.000,0.000,0.000,0.000,0.000,0.833,2.000,2.000,0.000,0.373,0.373,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.033,0.567,0.400,0.000,0.000,0.000,0.567,3.000,2.000,0.000,0.000,0.180,0.496,0.490,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.699,0.268,0.033,0.000,0.699,4.000,5.000,0.000,0.000,0.000,0.000,0.457,0.441,0.180,0.000
0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,1.000,3.000,2.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.033,0.267,0.467,0.167,0.067,0.000,0.467,4.000,6.000,0.000,0.000,0.180,0.442,0.499,0.373,0.249,0.000
0.000,0.067,0.233,0.333,0.367,0.000,0.000,0.000,0.367,4.000,2.000,0.000,0.249,0.423,0.471,0.482,0.000,0.000,0.000
0.000,0.000,0.033,0.000,0.267,0.198,0.274,0.228,0.274,6.000,6.000,0.000,0.000,0.180,0.000,0.442,0.397,0.439,0.414
0.000,0.000,0.000,0.871,0.129,0.000,0.000,0.000,0.871,3.000,2.000,0.000,0.000,0.000,0.330,0.330,0.000,0.000,0.000
0.000,0.000,0.033,0.667,0.300,0.000,0.000,0.000,0.667,3.000,2.000,0.000,0.000,0.180,0.471,0.458,0.000,0.000,0.000
0.000,0.100,0.167,0.667,0.067,0.000,0.000,0.000,0.667,3.000,2.000,0.000,0.300,0.373,0.471,0.249,0.000,0.000,0.000
0.000,0.000,0.033,0.867,0.100,0.000,0.000,0.000,0.867,3.000,2.000,0.000,0.000,0.180,0.340,0.300,0.000,0.000,0.000
0.000,0.000,0.000,0.201,0.666,0.133,0.000,0.000,0.666,4.000,6.000,0.000,0.000,0.000,0.400,0.471,0.340,0.000,0.000
0.000,0.600,0.000,0.400,0.000,0.000,0.000,0.000,0.600,1.000,2.000,0.000,0.490,0.000,0.490,0.000,0.000,0.000,0.000
0.000,0.000,0.033,0.533,0.433,0.000,0.000,0.000,0.533,3.000,2.000,0.000,0.000,0.180,0.499,0.496,0.000,0.000,0.000
0.000,0.000,0.033,0.333,0.415,0.218,0.000,0.000,0.415,4.000,2.000,0.000,0.000,0.180,0.471,0.484,0.403,0.000,0.000
0.000,0.100,0.367,0.233,0.267,0.033,0.000,0.000,0.367,2.000,2.000,0.000,0.300,0.482,0.423,0.442,0.180,0.000,0.000
0.000,0.000,0.000,0.367,0.633,0.000,0.000,0.000,0.633,4.000,2.000,0.000,0.000,0.000,0.482,0.482,0.000,0.000,0.000
0.000,0.000,0.467,0.333,0.200,0.000,0.000,0.000,0.467,2.000,2.000,0.000,0.000,0.499,0.471,0.400,0.000,0.000,0.000
0.000,0.000,0.033,0.400,0.467,0.100,0.000,0.000,0.467,4.000,2.000,0.000,0.000,0.180,0.490,0.499,0.300,0.000,0.000
0.000,0.000,0.000,0.500,0.500,0.000,0.000,0.000,0.500,3.000,2.000,0.000,0.000,0.000,0.500,0.500,0.000,0.000,0.000
0.000,0.033,0.200,0.733,0.033,0.000,0.000,0.000,0.733,3.000,2.000,0.000,0.180,0.400,0.442,0.180,0.000,0.000,0.000
0.000,0.000,0.033,0.867,0.100,0.000,0.000,0.000,0.867,3.000,2.000,0.000,0.000,0.180,0.340,0.300,0.000,0.000,0.000
0.000,0.000,0.133,0.400,0.133,0.200,0.100,0.033,0.400,3.000,2.000,0.000,0.000,0.340,0.490,0.340,0.400,0.300,0.180
0.233,0.000,0.000,0.400,0.067,0.167,0.133,0.000,0.400,3.000,2.000,0.423,0.000,0.000,0.490,0.249,0.373,0.340,0.000
0.000,0.000,0.033,0.267,0.499,0.200,0.000,0.000,0.499,4.000,2.000,0.000,0.000,0.180,0.442,0.499,0.400,0.000,0.000
0.000,0.033,0.000,0.067,0.767,0.033,0.100,0.000,0.767,4.000,2.000,0.000,0.180,0.000,0.249,0.423,0.180,0.300,0.000
0.000,0.000,0.000,0.500,0.500,0.000,0.000,0.000,0.500,4.000,2.000,0.000,0.000,0.000,0.500,0.500,0.000,0.000,0.000
0.000,0.000,0.000,0.400,0.533,0.067,0.000,0.000,0.533,4.000,2.000,0.000,0.000,0.000,0.490,0.499,0.249,0.000,0.000
0.000,0.000,0.100,0.133,0.600,0.067,0.067,0.033,0.600,4.000,2.000,0.000,0.000,0.300,0.340,0.490,0.249,0.249,0.180
0.000,0.000,0.000,0.000,0.000,0.000,0.067,0.933,0.933,7.000,7.000,0.000,0.000,0.000,0.000,0.000,0.000,0.249,0.249
0.000,0.000,0.000,0.000,0.000,0.000,0.300,0.700,0.700,7.000,7.000,0.000,0.000,0.000,0.000,0.000,0.000,0.458,0.458
0.000,0.000,0.000,0.567,0.433,0.000,0.000,0.000,0.567,3.000,2.000,0.000,0.000,0.000,0.496,0.496,0.000,0.000,0.000
0.000,0.233,0.000,0.033,0.267,0.400,0.067,0.000,0.400,5.000,5.000,0.000,0.423,0.000,0.180,0.442,0.490,0.249,0.000
0.000,0.000,0.033,0.433,0.533,0.000,0.000,0.000,0.533,4.000,2.000,0.000,0.000,0.180,0.496,0.499,0.000,0.000,0.000
0.000,0.000,0.033,0.067,0.200,0.200,0.367,0.133,0.367,6.000,6.000,0.000,0.000,0.180,0.249,0.400,0.400,0.482,0.340
0.000,0.000,0.000,0.033,0.233,0.133,0.500,0.100,0.500,6.000,6.000,0.000,0.000,0.000,0.180,0.423,0.340,0.500,0.300
0.000,0.100,0.102,0.000,0.533,0.133,0.131,0.000,0.533,4.000,5.000,0.000,0.300,0.300,0.000,0.499,0.340,0.335,0.000
0.000,0.000,0.033,0.833,0.133,0.000,0.000,0.000,0.833,3.000,2.000,0.000,0.000,0.180,0.373,0.340,0.000,0.000,0.000
0.000,0.000,0.000,0.667,0.300,0.033,0.000,0.000,0.667,3.000,2.000,0.000,0.000,0.000,0.471,0.458,0.180,0.000,0.000
0.000,0.033,0.033,0.467,0.467,0.000,0.000,0.000,0.467,3.000,2.000,0.000,0.180,0.180,0.499,0.499,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.167,0.067,0.533,0.233,0.533,6.000,7.000,0.000,0.000,0.000,0.000,0.373,0.249,0.499,0.423
0.000,0.200,0.033,0.533,0.233,0.000,0.000,0.000,0.533,3.000,2.000,0.000,0.400,0.180,0.499,0.423,0.000,0.000,0.000
0.000,0.000,0.933,0.033,0.033,0.000,0.000,0.000,0.933,2.000,2.000,0.000,0.000,0.249,0.180,0.180,0.000,0.000,0.000
0.000,0.067,0.100,0.200,0.633,0.000,0.000,0.000,0.633,4.000,2.000,0.000,0.249,0.300,0.400,0.482,0.000,0.000,0.000
0.000,0.100,0.167,0.167,0.567,0.000,0.000,0.000,0.567,4.000,2.000,0.000,0.300,0.373,0.373,0.496,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.300,0.700,0.700,7.000,7.000,0.000,0.000,0.000,0.000,0.000,0.000,0.458,0.458
0.000,0.000,0.000,0.000,0.000,0.100,0.533,0.367,0.533,6.000,7.000,0.000,0.000,0.000,0.000,0.000,0.300,0.499,0.482
0.000,0.000,0.000,0.000,0.767,0.167,0.067,0.000,0.767,4.000,5.000,0.000,0.000,0.000,0.000,0.423,0.373,0.249,0.000
0.000,0.000,0.000,0.533,0.200,0.067,0.200,0.000,0.533,3.000,2.000,0.000,0.000,0.000,0.499,0.400,0.249,0.400,0.000
0.000,0.000,0.767,0.000,0.233,0.000,0.000,0.000,0.767,2.000,2.000,0.000,0.000,0.423,0.000,0.423,0.000,0.000,0.000
0.000,0.000,0.000,0.600,0.300,0.100,0.000,0.000,0.600,3.000,2.000,0.000,0.000,0.000,0.490,0.458,0.300,0.000,0.000
0.067,0.033,0.100,0.333,0.367,0.100,0.000,0.000,0.367,4.000,2.000,0.249,0.180,0.300,0.471,0.482,0.300,0.000,0.000
0.000,0.000,0.000,0.033,0.900,0.067,0.000,0.000,0.900,4.000,2.000,0.000,0.000,0.000,0.180,0.300,0.249,0.000,0.000
0.000,0.500,0.100,0.367,0.033,0.000,0.000,0.000,0.500,1.000,2.000,0.000,0.500,0.300,0.482,0.180,0.000,0.000,0.000
0.000,0.000,0.033,0.267,0.700,0.000,0.000,0.000,0.700,4.000,2.000,0.000,0.000,0.180,0.442,0.458,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.533,0.167,0.300,0.000,0.533,4.000,5.000,0.000,0.000,0.000,0.000,0.499,0.373,0.458,0.000
0.000,0.000,0.933,0.067,0.000,0.000,0.000,0.000,0.933,2.000,2.000,0.000,0.000,0.249,0.249,0.000,0.000,0.000,0.000
0.000,0.000,0.033,0.433,0.300,0.233,0.000,0.000,0.433,3.000,2.000,0.000,0.000,0.180,0.496,0.458,0.423,0.000,0.000
0.000,0.000,0.000,0.300,0.500,0.200,0.000,0.000,0.500,4.000,2.000,0.000,0.000,0.000,0.458,0.500,0.400,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.067,0.367,0.567,0.567,7.000,7.000,0.000,0.000,0.000,0.000,0.000,0.249,0.482,0.496
0.000,0.000,0.033,0.633,0.333,0.000,0.000,0.000,0.633,3.000,2.000,0.000,0.000,0.180,0.482,0.471,0.000,0.000,0.000
0.000,0.000,0.000,0.867,0.133,0.000,0.000,0.000,0.867,3.000,2.000,0.000,0.000,0.000,0.340,0.340,0.000,0.000,0.000
0.000,0.000,0.067,0.600,0.333,0.000,0.000,0.000,0.600,3.000,2.000,0.000,0.000,0.249,0.490,0.471,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.033,0.967,0.967,7.000,7.000,0.000,0.000,0.000,0.000,0.000,0.000,0.180,0.180
0.000,0.000,0.000,0.000,0.000,0.000,0.467,0.533,0.533,7.000,7.000,0.000,0.000,0.000,0.000,0.000,0.000,0.499,0.499
0.000,0.000,0.000,0.433,0.467,0.100,0.000,0.000,0.467,4.000,2.000,0.000,0.000,0.000,0.496,0.499,0.300,0.000,0.000
0.000,0.000,0.000,0.567,0.400,0.033,0.000,0.000,0.567,3.000,2.000,0.000,0.000,0.000,0.496,0.490,0.180,0.000,0.000
0.000,0.200,0.633,0.100,0.067,0.000,0.000,0.000,0.633,2.000,2.000,0.000,0.400,0.482,0.300,0.249,0.000,0.000,0.000
0.000,0.000,0.000,0.233,0.767,0.000,0.000,0.000,0.767,4.000,2.000,0.000,0.000,0.000,0.423,0.423,0.000,0.000,0.000
